customer_id,gender,is_female,is_senior_citizen,partner,dependents,partner_dependents,phone_service,has_phone,internet_service,has_internet,has_phone_and_internet,contract_type,payment_type,monthly_charges,total_charges,churn,has_churned,tenure,start_date,adjusted_monthly,avg_monthly_charges,contract_type,phone_service,internet_service,service_type
7779-ORAEL,Female,TRUE,0,No,No,0,2,TRUE,2,TRUE,TRUE,0,Bank transfer (automatic),$77.95,$305.55,Yes,TRUE,3,2021-06-07,$81.85,$101.85,Month-to-Month,Two or More Lines,Fiber Optic,phone_and_internet
8075-GXIUB,Male,FALSE,0,No,No,0,2,TRUE,2,TRUE,TRUE,0,Electronic check,$74.35,$265.35,Yes,TRUE,3,2021-06-07,$68.45,$88.45,Month-to-Month,Two or More Lines,Fiber Optic,phone_and_internet
8242-SOQUO,Male,FALSE,1,No,No,0,2,TRUE,2,TRUE,TRUE,0,Electronic check,$77.00,$237.75,Yes,TRUE,3,2021-06-07,$59.25,$79.25,Month-to-Month,Two or More Lines,Fiber Optic,phone_and_internet
8261-GWDBQ,Male,FALSE,0,No,No,0,1,TRUE,2,TRUE,TRUE,0,Electronic check,$90.40,$356.65,No,FALSE,3,2021-06-07,$98.88,$118.88,Month-to-Month,One Line,Fiber Optic,phone_and_internet
8587-XYZSF,Male,FALSE,0,No,No,0,2,TRUE,2,TRUE,TRUE,0,Electronic check,$85.30,$264.80,Yes,TRUE,3,2021-06-07,$68.27,$88.27,Month-to-Month,Two or More Lines,Fiber Optic,phone_and_internet
8606-OEGQZ,Male,FALSE,0,No,No,0,1,TRUE,2,TRUE,TRUE,0,Credit card (automatic),$73.60,$232.50,No,FALSE,3,2021-06-07,$57.50,$77.50,Month-to-Month,One Line,Fiber Optic,phone_and_internet
8707-RMEZH,Female,TRUE,0,No,No,0,1,TRUE,2,TRUE,TRUE,0,Credit card (automatic),$82.85,$319.60,No,FALSE,3,2021-06-07,$86.53,$106.53,Month-to-Month,One Line,Fiber Optic,phone_and_internet
8749-JMNKX,Female,TRUE,0,No,No,0,1,TRUE,2,TRUE,TRUE,0,Electronic check,$79.00,$303.15,Yes,TRUE,3,2021-06-07,$81.05,$101.05,Month-to-Month,One Line,Fiber Optic,phone_and_internet
9052-VKDUW,Female,TRUE,0,No,No,0,2,TRUE,2,TRUE,TRUE,0,Electronic check,$96.60,$291.90,Yes,TRUE,3,2021-06-07,$77.30,$97.30,Month-to-Month,Two or More Lines,Fiber Optic,phone_and_internet
9224-VTYID,Female,TRUE,1,No,No,0,1,TRUE,2,TRUE,TRUE,0,Electronic check,$78.85,$292.80,Yes,TRUE,3,2021-06-07,$77.60,$97.60,Month-to-Month,One Line,Fiber Optic,phone_and_internet
9399-APLBT,Female,TRUE,0,No,No,0,1,TRUE,2,TRUE,TRUE,0,Electronic check,$70.15,$268.35,Yes,TRUE,3,2021-06-07,$69.45,$89.45,Month-to-Month,One Line,Fiber Optic,phone_and_internet
9571-EDEBV,Female,TRUE,0,No,No,0,1,TRUE,2,TRUE,TRUE,0,Bank transfer (automatic),$69.55,$222.30,Yes,TRUE,3,2021-06-07,$54.10,$74.10,Month-to-Month,One Line,Fiber Optic,phone_and_internet
9626-VFRGG,Female,TRUE,0,No,No,0,1,TRUE,2,TRUE,TRUE,0,Electronic check,$70.25,$229.70,No,FALSE,3,2021-06-07,$56.57,$76.57,Month-to-Month,One Line,Fiber Optic,phone_and_internet
9705-ZJBCG,Male,FALSE,0,No,No,0,1,TRUE,2,TRUE,TRUE,0,Mailed check,$94.90,$360.55,No,FALSE,3,2021-06-07,$100.18,$120.18,Month-to-Month,One Line,Fiber Optic,phone_and_internet
9828-AOQLM,Male,FALSE,0,No,No,0,1,TRUE,2,TRUE,TRUE,0,Electronic check,$78.50,$242.05,Yes,TRUE,3,2021-06-07,$60.68,$80.68,Month-to-Month,One Line,Fiber Optic,phone_and_internet
9844-FELAJ,Female,TRUE,0,Yes,No,1,2,TRUE,2,TRUE,TRUE,0,Credit card (automatic),$74.10,$228.00,Yes,TRUE,3,2021-06-07,$56.00,$76.00,Month-to-Month,Two or More Lines,Fiber Optic,phone_and_internet
9938-TKDGL,Female,TRUE,0,No,No,0,1,TRUE,2,TRUE,TRUE,0,Electronic check,$95.10,$307.40,Yes,TRUE,3,2021-06-07,$82.47,$102.47,Month-to-Month,One Line,Fiber Optic,phone_and_internet
0130-SXOUN,Female,TRUE,0,No,No,0,1,TRUE,0,FALSE,FALSE,0,Mailed check,$19.85,$63.75,Yes,TRUE,3,2021-06-07,$21.25,$21.25,Month-to-Month,One Line,No Internet Service,phone_only
0455-ENTCR,Male,FALSE,0,No,No,0,1,TRUE,0,FALSE,FALSE,0,Credit card (automatic),$20.75,$67.10,No,FALSE,3,2021-06-07,$22.37,$22.37,Month-to-Month,One Line,No Internet Service,phone_only
0682-USIXD,Male,FALSE,0,No,No,0,1,TRUE,0,FALSE,FALSE,0,Mailed check,$19.65,$67.55,No,FALSE,3,2021-06-07,$22.52,$22.52,Month-to-Month,One Line,No Internet Service,phone_only
1080-BWSYE,Female,TRUE,0,No,No,0,1,TRUE,0,FALSE,FALSE,0,Mailed check,$19.60,$59.75,Yes,TRUE,3,2021-06-07,$19.92,$19.92,Month-to-Month,One Line,No Internet Service,phone_only
1172-VIYBP,Male,FALSE,0,No,No,0,1,TRUE,0,FALSE,FALSE,1,Mailed check,$19.45,$69.25,No,FALSE,3,2021-06-07,$23.08,$23.08,1 Year,One Line,No Internet Service,phone_only
2300-RQGOI,Female,TRUE,0,No,No,0,1,TRUE,0,FALSE,FALSE,0,Mailed check,$19.40,$61.05,No,FALSE,3,2021-06-07,$20.35,$20.35,Month-to-Month,One Line,No Internet Service,phone_only
2386-LAHRK,Female,TRUE,0,No,No,0,1,TRUE,0,FALSE,FALSE,0,Mailed check,$20.00,$61.70,No,FALSE,3,2021-06-07,$20.57,$20.57,Month-to-Month,One Line,No Internet Service,phone_only
2612-RANWT,Female,TRUE,0,Yes,No,1,1,TRUE,0,FALSE,FALSE,0,Mailed check,$20.85,$72.00,No,FALSE,3,2021-06-07,$24.00,$24.00,Month-to-Month,One Line,No Internet Service,phone_only
2788-CJQAQ,Male,FALSE,0,No,No,0,1,TRUE,0,FALSE,FALSE,0,Electronic check,$20.50,$76.95,No,FALSE,3,2021-06-07,$25.65,$25.65,Month-to-Month,One Line,No Internet Service,phone_only
3190-ITQXP,Male,FALSE,0,No,No,0,1,TRUE,0,FALSE,FALSE,0,Electronic check,$20.25,$61.45,No,FALSE,3,2021-06-07,$20.48,$20.48,Month-to-Month,One Line,No Internet Service,phone_only
3733-ZEECP,Female,TRUE,0,No,No,0,1,TRUE,0,FALSE,FALSE,0,Electronic check,$20.20,$65.95,No,FALSE,3,2021-06-07,$21.98,$21.98,Month-to-Month,One Line,No Internet Service,phone_only
4385-ZKVNW,Female,TRUE,0,No,No,0,1,TRUE,0,FALSE,FALSE,1,Mailed check,$20.25,$71.20,No,FALSE,3,2021-06-07,$23.73,$23.73,1 Year,One Line,No Internet Service,phone_only
4391-LNRXK,Male,FALSE,0,No,No,0,1,TRUE,0,FALSE,FALSE,0,Electronic check,$19.85,$63.00,No,FALSE,3,2021-06-07,$21.00,$21.00,Month-to-Month,One Line,No Internet Service,phone_only
4548-SDBKE,Male,FALSE,0,No,No,0,1,TRUE,0,FALSE,FALSE,0,Mailed check,$19.75,$78.30,No,FALSE,3,2021-06-07,$26.10,$26.10,Month-to-Month,One Line,No Internet Service,phone_only
4685-TFLLS,Female,TRUE,0,No,No,0,1,TRUE,0,FALSE,FALSE,0,Electronic check,$19.55,$61.05,No,FALSE,3,2021-06-07,$20.35,$20.35,Month-to-Month,One Line,No Internet Service,phone_only
5606-AMZBO,Male,FALSE,0,No,No,0,1,TRUE,0,FALSE,FALSE,1,Mailed check,$19.95,$68.20,No,FALSE,3,2021-06-07,$22.73,$22.73,1 Year,One Line,No Internet Service,phone_only
5678-VFNEQ,Female,TRUE,0,No,No,0,1,TRUE,0,FALSE,FALSE,0,Mailed check,$20.35,$77.50,Yes,TRUE,3,2021-06-07,$25.83,$25.83,Month-to-Month,One Line,No Internet Service,phone_only
5707-ORNDZ,Female,TRUE,0,No,No,0,1,TRUE,0,FALSE,FALSE,0,Credit card (automatic),$20.15,$68.45,No,FALSE,3,2021-06-07,$22.82,$22.82,Month-to-Month,One Line,No Internet Service,phone_only
6728-WYQBC,Female,TRUE,0,No,No,0,1,TRUE,0,FALSE,FALSE,0,Mailed check,$20.00,$63.60,No,FALSE,3,2021-06-07,$21.20,$21.20,Month-to-Month,One Line,No Internet Service,phone_only
6770-UAYGJ,Male,FALSE,0,No,No,0,1,TRUE,0,FALSE,FALSE,0,Mailed check,$19.85,$64.55,Yes,TRUE,3,2021-06-07,$21.52,$21.52,Month-to-Month,One Line,No Internet Service,phone_only
6823-SIDFQ,Male,FALSE,0,No,No,0,1,TRUE,0,FALSE,FALSE,1,Mailed check,$19.60,$61.35,No,FALSE,3,2021-06-07,$20.45,$20.45,1 Year,One Line,No Internet Service,phone_only
7228-OMTPN,Male,FALSE,0,No,No,0,1,TRUE,0,FALSE,FALSE,0,Mailed check,$19.00,$73.45,No,FALSE,3,2021-06-07,$24.48,$24.48,Month-to-Month,One Line,No Internet Service,phone_only
7336-RLLRH,Male,FALSE,0,Yes,No,1,2,TRUE,0,FALSE,FALSE,0,Mailed check,$23.60,$89.05,No,FALSE,3,2021-06-07,$29.68,$29.68,Month-to-Month,Two or More Lines,No Internet Service,phone_only
7519-JTWQH,Male,FALSE,0,No,No,0,1,TRUE,0,FALSE,FALSE,0,Mailed check,$19.65,$68.35,No,FALSE,3,2021-06-07,$22.78,$22.78,Month-to-Month,One Line,No Internet Service,phone_only
8181-YHCMF,Female,TRUE,0,Yes,No,1,1,TRUE,0,FALSE,FALSE,1,Bank transfer (automatic),$20.50,$79.05,No,FALSE,3,2021-06-07,$26.35,$26.35,1 Year,One Line,No Internet Service,phone_only
9259-PACGQ,Female,TRUE,0,No,No,0,2,TRUE,0,FALSE,FALSE,0,Mailed check,$24.60,$86.35,No,FALSE,3,2021-06-07,$28.78,$28.78,Month-to-Month,Two or More Lines,No Internet Service,phone_only
9360-OMDZZ,Male,FALSE,0,No,No,0,1,TRUE,0,FALSE,FALSE,0,Mailed check,$20.70,$73.05,No,FALSE,3,2021-06-07,$24.35,$24.35,Month-to-Month,One Line,No Internet Service,phone_only
9763-PDTKK,Female,TRUE,0,No,No,0,1,TRUE,0,FALSE,FALSE,0,Mailed check,$20.40,$63.15,No,FALSE,3,2021-06-07,$21.05,$21.05,Month-to-Month,One Line,No Internet Service,phone_only
0727-IWKVK,Male,FALSE,0,No,Yes,2,1,TRUE,1,TRUE,TRUE,0,Mailed check,$70.70,$225.65,No,FALSE,3,2021-06-07,$75.22,$75.22,Month-to-Month,One Line,DSL,phone_and_internet
1539-LNKHM,Female,TRUE,0,Yes,Yes,3,2,TRUE,1,TRUE,TRUE,0,Mailed check,$58.50,$224.85,No,FALSE,3,2021-06-07,$74.95,$74.95,Month-to-Month,Two or More Lines,DSL,phone_and_internet
2475-MROZF,Male,FALSE,0,Yes,Yes,3,1,TRUE,1,TRUE,TRUE,0,Electronic check,$44.80,$169.65,No,FALSE,3,2021-06-07,$56.55,$56.55,Month-to-Month,One Line,DSL,phone_and_internet
2706-QZIHY,Female,TRUE,1,Yes,Yes,3,1,TRUE,1,TRUE,TRUE,0,Electronic check,$46.00,$181.60,Yes,TRUE,3,2021-06-07,$60.53,$60.53,Month-to-Month,One Line,DSL,phone_and_internet
3229-USWAR,Female,TRUE,0,Yes,Yes,3,0,FALSE,1,TRUE,FALSE,0,Mailed check,$31.00,$95.05,Yes,TRUE,3,2021-06-07,$31.68,$31.68,Month-to-Month,No Phone Service,DSL,internet_only
4584-LBNMK,Female,TRUE,0,Yes,Yes,3,0,FALSE,1,TRUE,FALSE,0,Credit card (automatic),$29.70,$91.70,Yes,TRUE,3,2021-06-07,$30.57,$30.57,Month-to-Month,No Phone Service,DSL,internet_only
5150-LJNSR,Female,TRUE,0,No,Yes,2,0,FALSE,1,TRUE,FALSE,0,Mailed check,$29.65,$90.05,No,FALSE,3,2021-06-07,$30.02,$30.02,Month-to-Month,No Phone Service,DSL,internet_only
5287-QWLKY,Male,FALSE,0,No,Yes,2,1,TRUE,1,TRUE,TRUE,0,Electronic check,$49.40,$184.40,Yes,TRUE,3,2021-06-07,$61.47,$61.47,Month-to-Month,One Line,DSL,phone_and_internet
5887-IKKYO,Male,FALSE,0,Yes,Yes,3,1,TRUE,1,TRUE,TRUE,0,Electronic check,$50.15,$168.15,Yes,TRUE,3,2021-06-07,$56.05,$56.05,Month-to-Month,One Line,DSL,phone_and_internet
5940-AHUHD,Male,FALSE,0,Yes,Yes,3,1,TRUE,1,TRUE,TRUE,0,Credit card (automatic),$61.45,$229.55,Yes,TRUE,3,2021-06-07,$76.52,$76.52,Month-to-Month,One Line,DSL,phone_and_internet
7148-XZPHA,Female,TRUE,0,Yes,Yes,3,2,TRUE,1,TRUE,TRUE,0,Bank transfer (automatic),$69.15,$235.00,No,FALSE,3,2021-06-07,$78.33,$78.33,Month-to-Month,Two or More Lines,DSL,phone_and_internet
7389-KBFIT,Male,FALSE,0,Yes,Yes,3,1,TRUE,1,TRUE,TRUE,0,Mailed check,$45.25,$155.35,No,FALSE,3,2021-06-07,$51.78,$51.78,Month-to-Month,One Line,DSL,phone_and_internet
7951-QKZPL,Female,TRUE,0,Yes,Yes,3,1,TRUE,1,TRUE,TRUE,0,Mailed check,$44.30,$134.50,Yes,TRUE,3,2021-06-07,$44.83,$44.83,Month-to-Month,One Line,DSL,phone_and_internet
9254-RBFON,Male,FALSE,0,No,Yes,2,1,TRUE,1,TRUE,TRUE,0,Credit card (automatic),$54.70,$169.45,Yes,TRUE,3,2021-06-07,$56.48,$56.48,Month-to-Month,One Line,DSL,phone_and_internet
9837-BMCLM,Female,TRUE,0,No,Yes,2,0,FALSE,1,TRUE,FALSE,0,Mailed check,$57.20,$223.75,No,FALSE,3,2021-06-07,$74.58,$74.58,Month-to-Month,No Phone Service,DSL,internet_only
0691-NIKRI,Male,FALSE,0,No,Yes,2,2,TRUE,2,TRUE,TRUE,0,Electronic check,$101.70,$364.55,Yes,TRUE,3,2021-06-07,$101.52,$121.52,Month-to-Month,Two or More Lines,Fiber Optic,phone_and_internet
0872-JCPIB,Male,FALSE,0,Yes,Yes,3,2,TRUE,2,TRUE,TRUE,0,Electronic check,$101.15,$385.90,Yes,TRUE,3,2021-06-07,$108.63,$128.63,Month-to-Month,Two or More Lines,Fiber Optic,phone_and_internet
1557-EMYVT,Female,TRUE,0,No,Yes,2,2,TRUE,2,TRUE,TRUE,0,Bank transfer (automatic),$84.05,$333.55,Yes,TRUE,3,2021-06-07,$91.18,$111.18,Month-to-Month,Two or More Lines,Fiber Optic,phone_and_internet
3192-NQECA,Female,TRUE,0,Yes,Yes,3,2,TRUE,2,TRUE,TRUE,0,Bank transfer (automatic),$84.75,$264.85,Yes,TRUE,3,2021-06-07,$68.28,$88.28,Month-to-Month,Two or More Lines,Fiber Optic,phone_and_internet
3842-QTGDL,Female,TRUE,0,Yes,Yes,3,1,TRUE,2,TRUE,TRUE,0,Mailed check,$78.90,$299.75,No,FALSE,3,2021-06-07,$79.92,$99.92,Month-to-Month,One Line,Fiber Optic,phone_and_internet
4176-RELJR,Female,TRUE,1,Yes,Yes,3,1,TRUE,2,TRUE,TRUE,0,Mailed check,$88.30,$273.75,Yes,TRUE,3,2021-06-07,$71.25,$91.25,Month-to-Month,One Line,Fiber Optic,phone_and_internet
4912-PIGUY,Male,FALSE,0,No,Yes,2,1,TRUE,2,TRUE,TRUE,0,Electronic check,$69.65,$220.10,Yes,TRUE,3,2021-06-07,$53.37,$73.37,Month-to-Month,One Line,Fiber Optic,phone_and_internet
5712-VBOXD,Female,TRUE,0,Yes,Yes,3,1,TRUE,2,TRUE,TRUE,0,Electronic check,$80.85,$302.75,Yes,TRUE,3,2021-06-07,$80.92,$100.92,Month-to-Month,One Line,Fiber Optic,phone_and_internet
6100-FJZDG,Female,TRUE,0,Yes,Yes,3,2,TRUE,2,TRUE,TRUE,0,Electronic check,$97.95,$384.50,Yes,TRUE,3,2021-06-07,$108.17,$128.17,Month-to-Month,Two or More Lines,Fiber Optic,phone_and_internet
9415-ZNBSX,Female,TRUE,0,No,Yes,2,2,TRUE,2,TRUE,TRUE,0,Mailed check,$87.10,$341.45,Yes,TRUE,3,2021-06-07,$93.82,$113.82,Month-to-Month,Two or More Lines,Fiber Optic,phone_and_internet
9633-XQABV,Female,TRUE,0,Yes,Yes,3,1,TRUE,2,TRUE,TRUE,0,Electronic check,$80.00,$241.30,No,FALSE,3,2021-06-07,$60.43,$80.43,Month-to-Month,One Line,Fiber Optic,phone_and_internet
9889-TMAHG,Female,TRUE,0,Yes,Yes,3,1,TRUE,2,TRUE,TRUE,0,Electronic check,$80.30,$250.05,Yes,TRUE,3,2021-06-07,$63.35,$83.35,Month-to-Month,One Line,Fiber Optic,phone_and_internet
0031-PVLZI,Female,TRUE,0,Yes,Yes,3,1,TRUE,0,FALSE,FALSE,0,Mailed check,$20.35,$76.35,Yes,TRUE,3,2021-06-07,$25.45,$25.45,Month-to-Month,One Line,No Internet Service,phone_only
0744-GKNGE,Male,FALSE,0,Yes,Yes,3,1,TRUE,0,FALSE,FALSE,2,Mailed check,$19.90,$76.65,No,FALSE,3,2021-06-07,$25.55,$25.55,2 Year,One Line,No Internet Service,phone_only
1347-KTTTA,Male,FALSE,0,Yes,Yes,3,1,TRUE,0,FALSE,FALSE,2,Credit card (automatic),$19.55,$68.80,No,FALSE,3,2021-06-07,$22.93,$22.93,2 Year,One Line,No Internet Service,phone_only
1455-UGQVH,Female,TRUE,0,Yes,Yes,3,1,TRUE,0,FALSE,FALSE,0,Mailed check,$19.65,$60.65,No,FALSE,3,2021-06-07,$20.22,$20.22,Month-to-Month,One Line,No Internet Service,phone_only
3399-BMLVW,Male,FALSE,0,No,Yes,2,1,TRUE,0,FALSE,FALSE,0,Mailed check,$20.05,$75.45,No,FALSE,3,2021-06-07,$25.15,$25.15,Month-to-Month,One Line,No Internet Service,phone_only
4111-BNXIF,Male,FALSE,0,Yes,Yes,3,2,TRUE,0,FALSE,FALSE,1,Credit card (automatic),$24.10,$73.10,No,FALSE,3,2021-06-07,$24.37,$24.37,1 Year,Two or More Lines,No Internet Service,phone_only
4423-JWZJN,Female,TRUE,0,No,Yes,2,2,TRUE,0,FALSE,FALSE,0,Mailed check,$25.45,$84.20,No,FALSE,3,2021-06-07,$28.07,$28.07,Month-to-Month,Two or More Lines,No Internet Service,phone_only
6223-DHJGV,Male,FALSE,0,Yes,Yes,3,1,TRUE,0,FALSE,FALSE,0,Mailed check,$20.50,$77.60,No,FALSE,3,2021-06-07,$25.87,$25.87,Month-to-Month,One Line,No Internet Service,phone_only
7208-PSIHR,Female,TRUE,0,Yes,Yes,3,1,TRUE,0,FALSE,FALSE,0,Mailed check,$20.85,$62.90,No,FALSE,3,2021-06-07,$20.97,$20.97,Month-to-Month,One Line,No Internet Service,phone_only
0219-QAERP,Male,FALSE,0,No,No,0,2,TRUE,1,TRUE,TRUE,0,Electronic check,$47.15,$223.15,Yes,TRUE,4,2021-05-08,$55.79,$55.79,Month-to-Month,Two or More Lines,DSL,phone_and_internet
0281-CNTZX,Male,FALSE,0,No,No,0,1,TRUE,1,TRUE,TRUE,0,Credit card (automatic),$63.95,$318.10,No,FALSE,4,2021-05-08,$79.53,$79.53,Month-to-Month,One Line,DSL,phone_and_internet
0864-FVJNJ,Female,TRUE,0,No,No,0,1,TRUE,1,TRUE,TRUE,0,Credit card (automatic),$53.85,$259.80,Yes,TRUE,4,2021-05-08,$64.95,$64.95,Month-to-Month,One Line,DSL,phone_and_internet
1208-NBVFH,Female,TRUE,0,No,No,0,0,FALSE,1,TRUE,FALSE,0,Mailed check,$48.25,$202.25,No,FALSE,4,2021-05-08,$50.56,$50.56,Month-to-Month,No Phone Service,DSL,internet_only
1452-VOQCH,Male,FALSE,0,No,No,0,1,TRUE,1,TRUE,TRUE,0,Mailed check,$49.25,$208.45,No,FALSE,4,2021-05-08,$52.11,$52.11,Month-to-Month,One Line,DSL,phone_and_internet
1624-WOIWJ,Female,TRUE,0,No,No,0,1,TRUE,1,TRUE,TRUE,0,Credit card (automatic),$44.05,$202.15,No,FALSE,4,2021-05-08,$50.54,$50.54,Month-to-Month,One Line,DSL,phone_and_internet
1627-AFWVJ,Male,FALSE,1,No,No,0,0,FALSE,1,TRUE,FALSE,0,Credit card (automatic),$50.95,$207.35,No,FALSE,4,2021-05-08,$51.84,$51.84,Month-to-Month,No Phone Service,DSL,internet_only
2626-VEEWG,Male,FALSE,0,Yes,No,1,0,FALSE,1,TRUE,FALSE,0,Electronic check,$48.55,$201.00,Yes,TRUE,4,2021-05-08,$50.25,$50.25,Month-to-Month,No Phone Service,DSL,internet_only
2824-MYYBN,Male,FALSE,0,No,No,0,1,TRUE,1,TRUE,TRUE,0,Electronic check,$45.90,$199.75,No,FALSE,4,2021-05-08,$49.94,$49.94,Month-to-Month,One Line,DSL,phone_and_internet
3097-NQYSN,Male,FALSE,0,No,No,0,1,TRUE,1,TRUE,TRUE,0,Mailed check,$55.80,$274.35,No,FALSE,4,2021-05-08,$68.59,$68.59,Month-to-Month,One Line,DSL,phone_and_internet
3158-MOERK,Male,FALSE,0,No,No,0,1,TRUE,1,TRUE,TRUE,1,Mailed check,$70.00,$347.40,Yes,TRUE,4,2021-05-08,$86.85,$86.85,1 Year,One Line,DSL,phone_and_internet
3312-UUMZW,Female,TRUE,1,No,No,0,0,FALSE,1,TRUE,FALSE,0,Electronic check,$45.70,$198.00,Yes,TRUE,4,2021-05-08,$49.50,$49.50,Month-to-Month,No Phone Service,DSL,internet_only
3429-IFLEM,Female,TRUE,0,No,No,0,1,TRUE,1,TRUE,TRUE,0,Credit card (automatic),$55.50,$227.35,No,FALSE,4,2021-05-08,$56.84,$56.84,Month-to-Month,One Line,DSL,phone_and_internet
3739-YBWAB,Male,FALSE,0,No,No,0,0,FALSE,1,TRUE,FALSE,0,Electronic check,$40.05,$162.45,No,FALSE,4,2021-05-08,$40.61,$40.61,Month-to-Month,No Phone Service,DSL,internet_only
3798-EPWRR,Female,TRUE,0,No,No,0,0,FALSE,1,TRUE,FALSE,0,Electronic check,$33.65,$137.85,Yes,TRUE,4,2021-05-08,$34.46,$34.46,Month-to-Month,No Phone Service,DSL,internet_only
3810-DVDQQ,Female,TRUE,0,No,No,0,0,FALSE,1,TRUE,FALSE,0,Mailed check,$34.25,$139.35,Yes,TRUE,4,2021-05-08,$34.84,$34.84,Month-to-Month,No Phone Service,DSL,internet_only
3847-BAERP,Female,TRUE,0,No,No,0,1,TRUE,1,TRUE,TRUE,0,Mailed check,$45.65,$191.05,Yes,TRUE,4,2021-05-08,$47.76,$47.76,Month-to-Month,One Line,DSL,phone_and_internet
4121-AGSIN,Female,TRUE,0,No,No,0,1,TRUE,1,TRUE,TRUE,0,Bank transfer (automatic),$50.55,$244.75,No,FALSE,4,2021-05-08,$61.19,$61.19,Month-to-Month,One Line,DSL,phone_and_internet
5156-UMKOW,Male,FALSE,1,No,No,0,0,FALSE,1,TRUE,FALSE,0,Bank transfer (automatic),$25.20,$102.50,Yes,TRUE,4,2021-05-08,$25.63,$25.63,Month-to-Month,No Phone Service,DSL,internet_only
5172-MIGPM,Female,TRUE,0,No,No,0,1,TRUE,1,TRUE,TRUE,0,Mailed check,$46.00,$193.60,Yes,TRUE,4,2021-05-08,$48.40,$48.40,Month-to-Month,One Line,DSL,phone_and_internet
5474-LAMUQ,Female,TRUE,0,No,No,0,1,TRUE,1,TRUE,TRUE,0,Mailed check,$60.40,$272.15,Yes,TRUE,4,2021-05-08,$68.04,$68.04,Month-to-Month,One Line,DSL,phone_and_internet
5533-RJFTJ,Female,TRUE,0,Yes,No,1,1,TRUE,1,TRUE,TRUE,0,Mailed check,$54.70,$235.05,No,FALSE,4,2021-05-08,$58.76,$58.76,Month-to-Month,One Line,DSL,phone_and_internet
5537-UXXVS,Male,FALSE,0,No,No,0,1,TRUE,1,TRUE,TRUE,0,Electronic check,$56.40,$234.85,No,FALSE,4,2021-05-08,$58.71,$58.71,Month-to-Month,One Line,DSL,phone_and_internet
6174-NRBTZ,Male,FALSE,0,No,No,0,0,FALSE,1,TRUE,FALSE,0,Mailed check,$24.30,$100.20,No,FALSE,4,2021-05-08,$25.05,$25.05,Month-to-Month,No Phone Service,DSL,internet_only
6229-UOLQL,Female,TRUE,1,No,No,0,0,FALSE,1,TRUE,FALSE,0,Electronic check,$28.45,$131.05,Yes,TRUE,4,2021-05-08,$32.76,$32.76,Month-to-Month,No Phone Service,DSL,internet_only
6390-DSAZX,Male,FALSE,0,No,No,0,1,TRUE,1,TRUE,TRUE,0,Mailed check,$55.30,$238.50,No,FALSE,4,2021-05-08,$59.63,$59.63,Month-to-Month,One Line,DSL,phone_and_internet
6625-UTXEW,Male,FALSE,0,No,No,0,1,TRUE,1,TRUE,TRUE,0,Electronic check,$49.20,$216.90,Yes,TRUE,4,2021-05-08,$54.23,$54.23,Month-to-Month,One Line,DSL,phone_and_internet
6705-LXORM,Male,FALSE,0,No,No,0,1,TRUE,1,TRUE,TRUE,0,Electronic check,$70.05,$346.40,Yes,TRUE,4,2021-05-08,$86.60,$86.60,Month-to-Month,One Line,DSL,phone_and_internet
6990-YNRIO,Male,FALSE,0,No,No,0,1,TRUE,1,TRUE,TRUE,0,Electronic check,$55.90,$238.50,No,FALSE,4,2021-05-08,$59.63,$59.63,Month-to-Month,One Line,DSL,phone_and_internet
6997-UVGOX,Female,TRUE,0,No,No,0,1,TRUE,1,TRUE,TRUE,0,Bank transfer (automatic),$50.55,$235.65,No,FALSE,4,2021-05-08,$58.91,$58.91,Month-to-Month,One Line,DSL,phone_and_internet
7274-RTAPZ,Female,TRUE,0,No,No,0,0,FALSE,1,TRUE,FALSE,0,Credit card (automatic),$50.95,$229.40,No,FALSE,4,2021-05-08,$57.35,$57.35,Month-to-Month,No Phone Service,DSL,internet_only
7328-OWMOM,Female,TRUE,0,No,No,0,2,TRUE,1,TRUE,TRUE,0,Electronic check,$50.70,$214.55,No,FALSE,4,2021-05-08,$53.64,$53.64,Month-to-Month,Two or More Lines,DSL,phone_and_internet
7797-EJMDP,Male,FALSE,0,Yes,No,1,0,FALSE,1,TRUE,FALSE,0,Electronic check,$24.95,$100.40,Yes,TRUE,4,2021-05-08,$25.10,$25.10,Month-to-Month,No Phone Service,DSL,internet_only
7850-THJMU,Female,TRUE,0,Yes,No,1,0,FALSE,1,TRUE,FALSE,0,Electronic check,$29.05,$129.60,No,FALSE,4,2021-05-08,$32.40,$32.40,Month-to-Month,No Phone Service,DSL,internet_only
7872-RDDLZ,Male,FALSE,0,No,No,0,1,TRUE,1,TRUE,TRUE,0,Mailed check,$44.55,$220.75,No,FALSE,4,2021-05-08,$55.19,$55.19,Month-to-Month,One Line,DSL,phone_and_internet
8208-EUMTE,Male,FALSE,0,No,No,0,1,TRUE,1,TRUE,TRUE,0,Mailed check,$55.75,$266.95,No,FALSE,4,2021-05-08,$66.74,$66.74,Month-to-Month,One Line,DSL,phone_and_internet
8224-KDLKN,Female,TRUE,0,No,No,0,1,TRUE,1,TRUE,TRUE,0,Mailed check,$45.30,$196.95,Yes,TRUE,4,2021-05-08,$49.24,$49.24,Month-to-Month,One Line,DSL,phone_and_internet
8242-JSVBO,Female,TRUE,1,No,No,0,1,TRUE,1,TRUE,TRUE,0,Credit card (automatic),$59.90,$287.85,No,FALSE,4,2021-05-08,$71.96,$71.96,Month-to-Month,One Line,DSL,phone_and_internet
